,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
6635,119482,KESORAM INDUSTRIES LTD.,20010331,12,IGAAP,13797.5,13597.4,122.4,0.9,121.5,13675.1,464.5,1854.5,509.5,1211.2,342.1,2.5016,11890.0,,0.0,1620.4,52281870.0,,522.8,,,,522.8187,3474.9,6095.8,11890.0,,,10145.5,0.872,1.42,1.7542,1505.0,1527.4,-150.0,2000,8771.3,1.5590733414659175,1,0.17158231961054804,1,0.8367237197382271,1,0,0,10330.650000000009,0.0,0.0,1.1289,1,522.8187,0,1.0057143277391267,1.0164419735927728,0,1.55021490543021,0.8231888700745962,1,5
6651,119709,VISHNU CHEMICALS LTD.,20010331,12,IGAAP,8.1,1.4,0.7,0.7,,7.4,0.5,5.9,0.5,-3.8,-0.2,-2.7027,48.5,,0.0,17.0,4675000.0,,46.8,,,,46.75,18.3,11.7,48.5,,,48.15,0.1455,0.1455,0.6393,6.7,0.0,,2000,51.2,0.14453125,1,0.130859375,1,0.16722972972972971,0,0,0,49.85000000000982,0.0,0.0,0.1509,0,46.75,0,5.2857142857142865,2.5384615384615388,1,0.027343749999999997,0.06587837837837837,0,3
6654,119726,KEYTUO CHEMICALS LTD.,20010331,12,IGAAP,0.6,0.1,,,,0.6,0.1,0.1,0.1,-0.4,0.1,16.6667,1.6,,0.0,0.9,7750.0,,0.8,,,,0.0775,0.3,0.2,1.6,,,1.5,0.8182,0.8182,0.6667,0.0,,,2000,1.4,0.4285714285714286,1,0.0,0,0.39999999999999997,1,0,0,1.5000000000098188,0.0,0.0,0.8,1,0.0775,0,5.999999999999999,5.999999999999999,0,0.07142857142857144,0.06666666666666667,1,4
6657,119780,KHAITAN (INDIA) LTD.,20010331,12,IGAAP,942.0,934.6,0.4,0.1,0.3,941.6,-2.4,28.3,-2.4,17.7,2.1,0.2230,1064.8,,0.0,288.0,8700000.0,,87.0,,,,87.0,209.5,143.0,1064.8,,,693.45,0.9135,1.2296,0.6826,65.8,70.6,,2000,1170.2,0.8046487779866689,1,0.05622970432404717,1,0.8400367156208277,0,0,0,1117.5000000000098,0.0,0.0,1.2217,1,87.0,0,1.007489835223625,1.013286361348767,0,0.7986668945479405,0.8290220293724966,0,3
6660,119790,KHAITAN CHEMICALS & FERTILIZERS LTD.,20010331,12,IGAAP,1176.8,1171.2,2.1,2.1,,1174.7,-33.7,81.9,-33.7,40.5,-33.8,-2.8773,1155.8,,0.0,156.3,7865948.0,,78.7,,,,78.6595,502.3,495.5,1155.8,,,987.85,0.5194,1.1549,0.9865,96.7,97.1,,2000,822.2,1.4287278034541473,1,0.1176112867915349,1,0.9297196261682243,1,0,0,989.0000000000098,0.0,0.0,1.1312,1,60.3469,0,1.002988387978142,1.001745435016112,1,1.4244709316468012,0.9280996884735202,1,6
6663,119794,KHAITAN ELECTRICALS LTD.,20010331,12,IGAAP,935.2,904.1,2.6,2.6,,932.6,9.2,63.9,14.2,19.6,6.9,0.7399,1014.9,,0.0,331.2,9745350.0,,97.5,,,,97.4535,405.9,233.1,1014.9,,,1045.4,0.7929,1.3634,0.5743,38.8,49.6,,2000,1077.3,0.8656827253318482,1,0.03601596584052724,1,1.2207629054362723,0,0,0,1046.1000000000097,0.0,0.0,1.2538,1,106.6535,1,1.0315230616082292,1.0474277315041647,0,0.8392276988768217,1.1654865235267244,0,4
6672,119925,KHANDELWAL EXTRACTIONS LTD.,20010331,12,IGAAP,63.1,62.8,,,,63.1,-0.5,1.1,-0.5,0.1,-0.5,-0.7924,31.8,,0.0,2.7,910000.0,10000.0,9.1,1.0,,,9.1,15.5,14.6,31.8,,,32.9,1.8889,7.962999999999999,1.0069,0.7,0.7,0.5,2000,34.0,1.8558823529411765,1,0.020588235294117647,1,2.1219512195121952,0,0,0,32.900000000009626,0.0,0.0,5.8205,1,9.1,0,1.0047770700636944,1.0133111480865225,0,1.8470588235294116,2.0940766550522647,0,3
6678,120130,VELOX INDUSTRIES LTD.,20010630,12,IGAAP,0.1,0.1,,,,0.1,-0.2,-0.1,-0.2,-0.2,-0.2,-200.0000,28.2,,0.0,,249000.0,,2.5,,,,2.49,3.0,25.1,28.2,,,29.45,4.0,4.0,8.3667,-25.1,-25.1,,2000,30.7,0.003257328990228013,1,-0.8175895765472313,0,1.0244755244755244,0,0,0,29.450000000009627,0.0,0.0,0.1018,1,2.49,0,1.0,1.010344827586207,0,0.003257328990228013,1.013986013986014,0,2
6686,120153,KHATOR FIBRE & FABRICS LTD.,20010331,12,IGAAP,164.6,164.4,,,,164.6,0.7,9.8,0.8,6.6,0.7,0.4253,110.4,,0.0,18.7,4250000.0,,42.5,,,,42.5,61.6,30.0,110.4,,,109.9,1.1823,1.7319,0.48700000000000004,-5.3,-5.2,,2000,109.4,1.5045703839122484,1,-0.048446069469835464,0,1.3604651162790697,1,0,0,109.90000000000964,0.0,0.0,1.3927,1,42.5,0,1.0012165450121653,1.000657894736842,1,1.5027422303473492,1.3595706618962433,1,5
6690,120408,KHODAY INDIA LTD.,20010331,12,IGAAP,1564.6,1505.7,24.3,24.3,,1540.3,79.4,293.0,129.4,190.4,56.4,3.6616,2461.8,,0.0,569.3,15110448.0,,151.1,,,,151.1045,761.6,642.4,2461.8,,,1992.15,0.4586,0.8092,0.8435,3.1,33.0,,2000,2306.3,0.6678662793218575,1,0.0013441443003945712,1,0.7535101404056163,0,0,0,2384.0500000000097,0.0,0.0,0.8735,0,140.0,0,1.0229793451550773,1.0210696920583469,1,0.6528638945497116,0.7379615184607384,0,3
6695,120592,KHYATI MULTIMEDIA ENTERTAINMENT LTD.,20010331,12,IGAAP,41.7,40.3,,,,41.7,2.2,16.1,2.2,9.9,2.2,5.2758,210.2,,0.0,23.3,9280200.0,1520000.0,92.8,15.2,,,92.802,112.1,88.4,210.2,,,184.35,1.5836,1.5836,0.9123,1.2,1.2,32.7,2000,162.0,0.2574074074074074,1,0.007407407407407407,1,0.21244925575101486,1,0,0,186.10000000000966,0.0,0.0,3.4912,0,92.802,0,1.034739454094293,1.0501672240802675,0,0.24876543209876542,0.20230040595399185,1,4
6701,120661,KILBURN CHEMICALS LTD.,20010331,12,IGAAP,363.9,361.7,,,,363.9,31.8,86.1,34.6,65.0,31.8,8.7387,428.2,,0.0,31.1,7425000.0,391220.0,74.3,39.1,74.3,,74.25,113.0,305.9,428.2,,,424.45,0.6584,1.1957,4.1394,63.5,63.5,,2000,428.2,0.8498365249883232,1,0.14829518916394208,1,0.8835616438356163,0,0,0,428.20000000000965,0.0,0.0,2.0272,0,148.5,1,1.0060823887199337,1.0256880733944953,0,0.8446987389070528,0.8614330874604846,0,3
6704,120663,KILBURN ENGINEERING LTD.,20010930,12,IGAAP,189.5,138.1,42.4,42.4,,147.1,-136.3,6.4,-136.3,-80.1,-175.5,-119.3066,426.6,,0.0,184.8,6747900.0,,67.5,,,,67.479,-502.4,611.9,426.6,,,415.55,0.3164,0.3944,,17.8,16.1,,2000,530.5,0.2772855796418473,1,0.03355325164938737,1,0.3172866520787746,0,0,0,478.5500000000095,0.0,0.0,0.3369,1,67.479,0,1.0651701665459812,1.0168302945301542,1,0.260320452403393,0.31203501094091907,0,4
6709,120668,KILITCH DRUGS (INDIA) LTD.,20010331,12,IGAAP,129.0,128.9,,,,129.0,0.3,6.8,0.3,0.2,0.3,0.2326,112.3,,0.0,14.7,6098907.0,,61.0,,,,60.9891,76.9,9.4,112.3,,,110.15,1.1786,1.7009,0.1222,-2.6,-2.6,,2000,121.1,1.06523534269199,1,-0.021469859620148638,0,0.8256267409470751,1,0,0,116.70000000000951,0.0,0.0,1.3642,1,60.9891,0,1.0007757951900698,1.0116040955631398,0,1.064409578860446,0.8161559888579387,1,4
6712,120689,KILLICK NIXON LTD.,20010331,12,IGAAP,2695.7,2685.3,1.4,0.4,1.0,2694.3,-928.6,127.1,-926.6,-248.1,-919.9,-34.1424,1880.3,,0.0,994.3,3250000.0,,32.5,,,,32.5,133.3,604.5,1880.3,,,1679.45,0.2011,0.3893,4.5349,12.4,23.6,,2000,2527.5,1.065994065281899,1,0.004906033630069239,1,0.5676603583989281,1,0,0,2203.9000000000096,0.0,0.0,1.3311,0,32.5,0,1.0033515808289577,1.0105843768634466,0,1.062433234421365,0.5617149556188242,1,4
6718,120783,KINETIC ENGINEERING LTD.,20010331,12,IGAAP,3675.5,3572.0,15.2,2.3,12.9,3660.3,165.8,489.1,216.8,233.4,151.8,4.1472,3358.2,,0.0,399.6,4045270.0,,40.5,,,,40.4527,1197.1,1318.7,3358.2,,,3178.95,0.813,1.1038,1.1016,99.5,169.5,1.1,2000,3058.6,1.1967239913686,1,0.032531223435558754,1,1.1602674881659027,1,0,0,3208.400000000009,0.0,0.0,1.358,0,40.2697,0,1.0247200447928333,1.0385714766116287,0,1.1678545739880992,1.11717634683297,1,4
6721,120785,ATHENA FINANCIAL SERVICES LTD.,20010331,9,IGAAP,617.4,2.7,2.1,0.1,2.0,615.3,25.1,486.9,50.9,-223.3,23.4,3.8030,3333.5,,0.0,344.5,12638748.0,1639670.0,126.4,16.4,,,126.3875,545.5,2377.9,3333.5,,,3298.55,0.3004,0.3004,4.4942,-97.3,-65.6,,2000,3274.5,0.18790655061841502,1,-0.029714460222934797,0,0.37494518345271155,0,0,0,3304.0000000000086,0.0,0.0,0.2841,1,100.0,0,227.88888888888886,128.25,1,0.0008245533669262483,0.0029235491887151,0,3
6724,120793,KINETIC MOTOR CO. LTD. [MERGED],20010331,12,IGAAP,4299.0,4230.1,3.6,2.4,1.2,4295.4,159.1,349.6,253.1,226.1,155.5,3.6202,1537.7,,0.0,613.8,15083300.0,,150.8,,,,150.833,659.8,215.3,1537.7,,,1483.05,0.6055,1.2766,0.3263,273.6,412.9,1.2,2000,1428.4,3.007140856902828,1,0.191542985158219,1,2.857664500109545,1,0,0,1483.0500000000084,0.0,0.0,1.261,1,150.442,0,1.0154369873052644,1.0114247311827957,1,2.9614253710445255,2.8253852333308993,1,6
6730,120846,KINGS INDIA CHEMICALS CORPN. LTD.,20010630,12,IGAAP,14.1,13.9,,,,14.1,-26.5,-7.1,-26.5,-21.6,-26.5,-187.9433,172.8,,0.0,33.2,8704000.0,,87.0,,,,87.04,-234.2,371.7,172.8,,,179.05,0.0359,0.1172,,-6.3,-5.5,,2000,190.0,0.07421052631578948,1,-0.0331578947368421,0,0.06898238747553816,1,0,0,181.40000000000833,0.0,0.0,0.1411,0,87.04,0,1.014388489208633,1.0071428571428571,1,0.0731578947368421,0.0684931506849315,1,4
6736,121031,KIRAN OVERSEAS (EXPORTS) LTD.,20010930,12,IGAAP,44.5,44.4,,,,44.5,-43.4,1.3,-43.4,-43.0,-43.4,-97.5281,363.7,,0.0,25.2,28850000.0,,288.5,,,,288.5,-401.9,740.4,363.7,,,369.95,0.0825,0.2486,,-52.1,-52.1,11.0,2000,376.2,0.11828814460393408,1,-0.13849016480595427,0,0.07455069891280232,1,0,0,369.95000000000834,0.0,0.0,0.1293,1,288.5,0,1.0022522522522523,1.0,1,0.11802232854864433,0.07455069891280232,1,5
6739,121038,KIRAN PRINT-PACK LTD.,20010331,12,IGAAP,11.6,11.4,0.1,,0.1,11.5,-1.5,2.4,-1.5,-1.6,-1.5,-13.0435,59.0,,0.0,2.2,5002900.0,,50.0,,,,50.028999999999996,50.9,4.8,59.0,,,59.85,4.037,4.6667,0.0943,0.5,0.4,,2000,62.0,0.18548387096774194,1,0.008064516129032258,1,0.18407310704960836,1,0,0,60.50000000000837,0.0,0.0,3.3256,1,50.028999999999996,0,1.0087719298245614,1.0071428571428571,1,0.18387096774193548,0.18276762402088775,1,6
6742,121058,KIRAN SYNTEX LTD.,20010331,12,IGAAP,298.7,297.8,,,,298.7,0.3,19.6,0.6,10.0,0.4,0.1339,209.7,,0.0,54.8,4249900.0,,42.5,,,,42.498999999999995,112.3,38.1,209.7,,,200.8,0.7146,1.3494,0.3393,21.9,22.8,,2000,200.3,1.491263105341987,1,0.109335996005991,1,1.1041666666666667,1,0,0,205.00000000000838,0.0,0.0,1.297,1,42.498999999999995,0,1.0030221625251845,1.0023062730627306,1,1.4867698452321518,1.1016260162601625,1,6
6745,121140,KIRLOSKAR BROTHERS LTD.,20010331,12,IGAAP,4593.2,4263.7,236.1,0.3,235.8,4357.1,140.4,701.0,188.4,279.7,-93.2,-2.1390,4165.5,,0.0,1103.8,7079492.0,,70.8,,,,70.7949,1372.9,1171.3,4165.5,,,4065.4,1.1385,1.304,0.8532,334.7,388.2,,2000,3983.9,1.0936770501267603,1,0.08401315294058585,1,1.0733089631329875,1,0,0,4074.700000000009,0.0,0.0,1.2154,1,70.7949,0,1.0219058564157892,1.1947888079240403,0,1.0702326865634177,0.8983252571622885,1,5
6748,121148,KIRLOSKAR ELECTRIC CO. LTD.,20010930,18,IGAAP,4586.1,3471.9,1012.6,48.1,964.5,3573.5,-1065.8,591.1,-1065.4,-1008.8,-2023.2,-56.6168,2075.6,,0.0,794.4,25268817.0,1800000.0,252.7,180.0,,,252.6882,409.5,477.7,2075.6,,,1631.5,1.1511,1.2494,2.0815,-196.4,-76.1,,2000,6263.7,0.5705094433002857,1,-0.03135526924980443,0,0.6481779443747017,0,0,0,4169.650000000009,0.0,0.0,0.8459,1,252.6882,0,1.0292635156542527,1.0097229108136396,1,0.5542889985152546,0.6419364534894001,0,3
6755,121150,KIRLOSKAR FERROUS INDS. LTD.,20010331,12,IGAAP,2723.4,2715.7,4.2,,4.2,2719.2,-339.3,186.6,-339.2,43.0,-339.1,-12.4706,2812.4,,0.0,821.6,62500000.0,68420000.0,625.0,684.2,,,625.0,77.7,2566.1,2812.4,,,2833.05,0.4693,0.8626,,-20.6,-7.8,274.2,2000,2916.7,0.9322864881544211,1,-0.007062776425412282,0,0.7277618479976804,1,0,0,2864.5500000000084,0.0,0.0,0.741,1,585.0,0,1.0012888021504585,1.0150990877634476,0,0.93108650186855,0.7169367569831503,1,4
6762,121165,KIRLOSKAR PNEUMATIC CO. LTD. [MERGED],20010331,12,IGAAP,940.9,815.7,2.3,1.1,1.2,938.6,-121.6,43.4,-121.4,-92.1,-103.8,-11.0590,1905.8,,0.0,978.2,10362302.0,,103.6,,,,103.62299999999999,122.1,708.6,1905.8,,,1923.75,0.4822,0.6401,5.8034,118.7,139.3,,2000,2118.0,0.44315391879131255,1,0.05604343720491029,1,0.6751564963922206,0,0,0,2011.9000000000087,0.0,0.0,0.7172,0,103.62299999999999,0,1.1506681377957582,1.0728984736882072,1,0.3851274787535411,0.6292827447794715,0,3
6769,121309,KISAN MOULDINGS LTD.,20010331,12,IGAAP,134.3,134.0,,,,134.3,4.0,24.2,4.9,14.2,4.0,2.9784,154.3,,0.0,19.6,3565100.0,,35.7,,,,35.650999999999996,50.6,82.0,154.3,,,143.5,0.7229,1.2971,1.6206,11.1,12.1,,2000,132.9,1.0105342362678706,1,0.08352144469525959,1,1.051660516605166,0,0,0,143.6000000000086,0.0,0.0,1.2066,1,35.650999999999996,0,1.0022388059701492,1.0008779631255487,1,1.0082768999247553,1.0507380073800738,0,4
6774,121511,KITPLY INDUSTRIES LTD.,20010331,12,IGAAP,2485.8,2097.7,,,,2485.8,-4.5,275.0,-4.5,-196.5,5.6,0.2253,8849.1,,0.0,555.8,34862411.0,,348.6,,,,348.6241,1486.6,3919.2,8849.1,,,5558.45,0.3169,0.6605,2.6364,27.2,46.0,0.1,2000,5678.0,0.4377949982388165,1,0.004790419161676647,1,0.3683964742280077,1,0,0,7263.550000000008,0.0,0.0,0.8231,0,348.6241,0,1.1850121561710447,1.0958499739538115,1,0.3694434660091581,0.3361741871461094,1,5
6781,121704,ABBOTT INDIA LTD.,20011130,11,IGAAP,3906.2,3723.6,32.8,25.2,7.6,3873.4,486.9,715.1,665.9,489.8,458.2,11.8294,2367.7,,0.0,631.8,16200000.0,,162.0,,,,162.0,1291.7,23.8,2367.7,,,2326.35,1.3482,1.9597,0.0184,336.9,471.2,,2000,2285.0,1.6951422319474836,1,0.1474398249452954,1,1.567317574511819,1,0,0,2326.3500000000076,0.0,0.0,1.463,1,162.0,0,1.0402298850574714,1.0766676254477943,0,1.6295842450765865,1.4557116211792471,1,5
6784,121738,K O A TOOLS INDIA LTD.,20010331,12,IGAAP,40.4,38.8,1.6,1.6,,38.8,-10.6,-8.7,-10.6,-11.9,-11.9,-30.6701,63.2,,0.0,5.9,6951700.0,,69.5,,,,69.517,45.2,10.9,63.2,,,55.05,0.451,0.5752,0.2412,-29.8,-29.8,33.5,2000,49.6,0.782258064516129,1,-0.6008064516129032,0,0.37526205450733746,1,0,0,56.40000000000759,0.0,0.0,0.9894,0,69.517,0,1.0,1.0056179775280898,0,0.782258064516129,0.3731656184486373,1,3
6789,121776,KOCHI REFINERIES LTD. [MERGED],20010331,12,IGAAP,81955.4,81329.1,239.1,238.1,1.0,81716.3,1094.6,3296.5,1179.6,1652.6,855.5,1.0469,51095.3,,0.0,28267.3,140624120.0,,1406.2,,,,1406.2412,13616.3,8819.7,51095.3,,,53003.95,0.0592,0.2624,0.6477,1947.8,2422.9,3.0,2000,54912.6,1.4881156601581422,1,0.035470911958275515,1,1.280045353941375,1,0,0,53003.95000000002,0.0,0.0,0.3601,0,716.8923,0,1.0047609035388316,1.004769510663922,0,1.4810644551523695,1.2739691445210741,1,4
6792,121798,KODAK INDIA PVT. LTD.,20011231,12,IGAAP,7451.3,7342.4,1.5,1.5,,7449.8,209.8,506.7,341.5,291.7,208.9,2.8041,3624.0,,0.0,874.8,11186216.0,,111.9,,,,111.8622,2422.3,35.5,3624.0,,,3580.65,0.7742,2.2175,0.0147,482.1,560.1,,2000,3537.3,2.1060696011081896,1,0.13629039097616827,1,2.111023844679715,0,0,0,3580.6500000000224,0.0,0.0,2.3044,0,111.8622,0,1.0146273697973416,1.005882969327725,1,2.075707460492466,2.098677389965757,0,3
6798,122049,KOLTE PATIL DEVELOPERS LTD.,20010331,12,IGAAP,130.8,129.8,0.1,0.1,,130.7,1.9,9.0,1.9,8.0,1.8,1.3772,627.7,,0.0,511.9,1975563.0,,19.8,,,,19.7556,42.9,71.7,627.7,,,615.7,0.0222,1.1307,1.6713,0.0,,,2000,604.0,0.21639072847682117,1,0.0,0,0.24411962365591397,0,0,0,615.8500000000222,0.0,0.0,1.0815,1,19.7556,0,1.0069337442218795,1.0,1,0.21490066225165566,0.24411962365591397,0,3
6801,122053,KOLUTHARA EXPORTS LTD.,20010331,12,IGAAP,9.0,0.2,,,,9.0,-28.5,-4.2,-28.5,-14.1,-26.8,-297.7778,50.9,,0.0,15.4,5307710.0,,53.1,,,,53.0771,-116.7,150.4,50.9,,,52.6,0.0307,0.0366,,-1.6,-0.2,1.4,2000,57.7,0.1559792027729636,1,-0.02772963604852686,0,0.39255014326647564,0,0,0,54.30000000002217,0.0,0.0,0.077,0,53.0771,0,45.0,1.262672811059908,1,0.0034662045060658577,0.3108882521489971,0,2
6808,122196,KONARK SYNTHETIC LTD.,20010331,12,IGAAP,111.3,101.9,8.9,8.9,,102.4,13.4,25.3,13.5,10.2,4.5,4.3945,135.4,,0.0,13.4,1265000.0,,12.7,,,,12.65,85.4,35.5,135.4,,,140.85,0.4667,0.7536,0.4157,14.9,14.6,,2000,146.3,0.6999316473000683,1,0.10184552289815448,1,1.697431018078021,0,0,0,140.8500000000222,0.0,0.0,0.8,0,12.65,0,1.0049067713444553,1.017103762827822,0,0.696514012303486,1.6688867745004758,0,2
6811,122235,KONGARAR INTEGRATED FIBRES LTD.,20010331,12,IGAAP,142.5,123.1,19.1,19.0,0.1,123.4,-21.7,11.6,-21.7,-15.9,-40.6,-32.9011,164.2,,0.0,58.9,6421233.0,,64.2,,,,64.2123,-115.4,219.4,164.2,,,160.4,0.2405,0.4615,,21.6,2.7,31.7,2000,159.5,0.7736677115987461,1,0.13542319749216303,1,0.6144089294774226,1,0,0,161.85000000002213,0.0,0.0,0.4425,1,32.5,0,1.0024370430544274,1.0016542597187759,1,0.7717868338557994,0.6133942161339422,1,6
6814,122237,KONGARAR TEXTILES LTD.,20010331,12,IGAAP,418.2,351.2,66.1,66.0,0.1,352.1,-10.3,33.2,-10.3,-61.0,-76.4,-21.6984,224.1,,0.0,131.1,7588567.0,134829.0,75.9,13.5,,,75.8857,-241.7,345.6,224.1,,,245.05,0.1289,0.2103,,53.6,53.7,50.4,2000,275.2,1.279433139534884,1,0.19476744186046513,1,1.0940975192472198,1,0,0,249.65000000002217,0.0,0.0,0.3026,0,38.9197,0,1.0025626423690206,1.0015661707126078,1,1.2761627906976745,1.0923866552609067,1,5
6817,122302,KONKAN TYRES LTD.,20010331,12,IGAAP,131.2,129.3,,,,131.2,0.1,4.5,0.1,1.7,0.1,0.0762,73.3,,0.0,2.5,3174100.0,,31.7,,,,31.741,45.4,24.2,73.3,,,71.0,1.7085,2.0905,0.5329999999999999,0.0,,,2000,71.1,1.8452883263009845,1,0.0,0,1.7840112201963536,1,0,0,72.20000000002216,0.0,0.0,2.2254,0,31.741,0,1.0146945088940447,1.0,1,1.818565400843882,1.7840112201963536,1,4
6820,122366,KOPRAN LTD.,20010331,12,IGAAP,2105.3,2009.3,,,,2105.3,144.1,550.2,156.1,330.1,144.1,6.8446,4578.2,,0.0,343.7,14300000.0,15000000.0,143.0,150.0,,,143.0,1897.4,2370.3,4578.2,,,4303.2,0.5636,1.0942,1.3565,-210.0,-141.5,-60.0,2000,4186.0,0.5029383659818443,1,-0.05016722408026756,0,0.35847384349329875,1,0,0,4382.100000000022,0.0,0.0,0.9932,1,143.0,0,1.0477778330761958,1.0538256227758007,0,0.48000477783086476,0.34016428880242106,1,4
6823,122478,K C C L PLASTIC LTD.,20010331,12,IGAAP,2.6,1.6,0.2,0.2,,2.4,-3.3,-0.6,-3.3,-3.9,-3.5,-145.8333,29.0,,0.0,4.2,4533500.0,,45.3,,,,45.335,13.8,4.0,29.0,,,23.25,0.9348,1.2609,0.2899,-1.0,-1.2,,2000,31.6,0.07594936708860758,1,-0.03164556962025316,0,0.11267605633802817,0,0,0,30.300000000022465,0.0,0.0,1.5,0,45.335,0,1.4999999999999998,1.1764705882352942,1,0.05063291139240506,0.09577464788732394,0,2
6828,122573,KOTAK MAHINDRA BANK LTD.,20010331,12,IGAAP,2300.9,389.7,51.9,51.9,,2249.0,496.0,1896.1,831.0,-197.9,447.7,19.9066,12218.8,,0.0,699.4,44212500.0,,442.1,,17.0,,442.125,5018.6,5210.8,12218.8,,,12362.65,0.9273,0.9361,1.0383,1182.8,1442.8,,2000,12540.6,0.17933751176179769,1,0.0943176562524919,1,0.2602168859913135,0,0,0,12379.70000000002,0.0,0.0,1.3097,0,459.125,1,5.771105978958174,6.348621780388613,0,0.03107506817855605,0.04098793328579499,0,3
6834,122683,KOTHARI FERMENTATION & BIOCHEM LTD.,20010331,12,IGAAP,108.2,91.3,,,,108.2,-0.7,7.0,-0.7,-17.1,-0.7,-0.6470,283.5,,0.0,10.2,6095000.0,,61.0,,,,60.95,3.0,269.8,283.5,,,289.0,0.7828,0.8566,89.9333,1.1,1.1,,2000,295.7,0.3659113966858303,1,0.003719986472776463,1,0.3608531131750946,1,0,0,289.6000000000216,0.0,0.0,0.8558,1,60.95,0,1.1851040525739323,1.0194363459669582,1,0.3087588772404464,0.3539731682146543,0,5
6839,122732,KOTHARI PETROCHEMICALS LTD.,20010331,12,IGAAP,333.5,333.3,,,,333.5,3.3,67.5,3.3,36.9,4.0,1.1994,566.7,,0.0,55.5,33000700.0,,330.0,,,,330.00699999999995,156.9,343.9,566.7,,,575.6,0.6219,0.7882,2.1918,76.1,76.1,,2000,604.5,0.5516956162117452,1,0.125889164598842,1,0.388465899886603,1,0,0,585.6000000000216,0.0,0.0,0.8747,0,330.00699999999995,0,1.0006000600060005,1.0029276453366793,0,0.5513647642679901,0.3873319293698364,1,4
6844,122781,KOTHARI SUGARS & CHEMICALS LTD.,20010331,12,IGAAP,1162.3,1089.5,,,,1162.3,-284.2,114.2,-284.2,-77.8,-281.0,-24.1762,2284.5,,0.0,459.0,14897092.0,3200000.0,149.1,140.0,,,148.9709,-944.7,2903.3,2284.5,,,2324.3,0.0465,0.2862,,91.0,93.8,,2000,2364.1,0.4916458694640667,1,0.03849244955797132,1,0.3952775093483467,1,0,0,2324.300000000022,0.0,0.0,0.3452,0,148.9709,0,1.066819642037632,1.0054504648925937,1,0.46085190981768964,0.39313474223772116,1,5
6847,122888,KOVAI MEDICAL CENTER & HOSPITAL LTD.,20010331,12,IGAAP,283.3,281.8,0.4,0.4,,282.9,18.4,54.4,20.8,33.4,18.9,6.6808,239.7,,0.0,50.6,10942262.0,,109.4,,,,109.4226,128.9,55.9,239.7,,,238.45,0.2224,0.451,0.4337,64.7,67.8,,2000,238.0,1.188655462184874,1,0.27184873949579835,1,0.9591258599757183,1,0,0,238.85000000002225,0.0,0.0,0.4651,0,109.4226,0,1.0039034776437188,1.0038119440914868,1,1.1840336134453782,0.9554836098745447,1,5
6851,122902,KOVILPATTI LAKSHMI ROLLER FLOUR MILLS LTD.,20010331,12,IGAAP,818.3,815.3,0.3,,0.3,818.0,10.6,59.5,16.2,41.5,10.3,1.2592,383.4,,0.0,30.3,2500000.0,,25.0,,,,25.0,127.3,222.1,383.4,,,373.55,0.5622,1.5309,1.7447,43.8,49.4,,2000,363.7,2.2491064063788837,1,0.12042892493813583,1,2.4291600633914423,0,0,0,373.55000000002224,0.0,0.0,1.7699,0,25.0,0,1.0033116644180058,1.0120163739601216,0,2.2416827055265327,2.4003169572107765,0,2
6854,122948,BIRLASOFT LTD.,20010331,9,IGAAP,392.1,391.0,0.5,0.5,,391.6,34.1,55.7,34.1,44.6,34.2,8.7334,328.9,,0.0,15.1,5163800.0,,51.6,,,,51.638000000000005,233.2,61.7,328.9,,,301.4,1.5494,1.5494,0.2646,56.0,56.6,,2000,273.9,1.4297188755020083,1,0.20445418035779483,1,1.1619184998196899,1,0,0,301.40000000002215,0.0,0.0,1.85,0,51.638000000000005,0,1.00153452685422,1.0040511062636335,0,1.4275282949981747,1.1572304363505228,1,4
