,sa_finance1_cocode,sa_company_name,sa_finance1_year,sa_ann_rep_months,sa_fs_format,sa_total_income,sa_sales,sa_prior_period_extra_ordi_inc,sa_prior_period_inc,sa_extra_ordi_inc,sa_tot_inc_net_of_pe,sa_pat,sa_pbdita,sa_pbt,sa_pbit_net_of_peoifi,sa_pat_net_of_pe,sa_pat_net_of_pe_pc_tot_inc_net_of_pe,sa_total_liabilities,sa_non_current_liabilities,sa_long_term_borrowings,sa_current_liabilities,sa_issued_equity_shares,sa_issued_pref_shares,sa_issued_equity_cap,sa_issued_pref_cap,sa_reduct_equity_cap_amt,sa_buyback_amt,sa_issued_equity_shares_in_lakhs,sa_shareholders_funds,sa_debt,sa_total_assets,sa_non_current_assets,sa_current_assets_incl_st_invest_loans,sa_avg_tot_asset_net_miscexp_now_reval,sa_quick_ratio,sa_current_ratio,sa_debt_equity,sa_cf_net_frm_op_activity,sa_cf_generated_frm_op,sa_cf_proceeds_share_issue,sa_year,sa_begin_year_total_assets,sa_roa,f_roa,sa_cfo,f_cfo,sa_prev_roa,f_del_roa,f_acc,f_del_lev,sa_avg_tot_assets,sa_leverage,sa_prev_leverage,sa_prev_current_ratio,f_del_liq,sa_prev_issued_equity_shares,f_eq_offer,sa_margin,sa_prev_margin,f_del_margin,sa_turnover,sa_prev_turnover,f_del_turn,f_score
227,6318,ADITYA ELECTRO COMMUNICATIONS LTD.,20010331,12,IGAAP,2.2,2.2,,,,2.2,-0.6,1.2,-0.6,-0.6,-0.6,-27.2727,48.7,,0.0,0.5,3490800.0,,34.9,,,,34.908,47.2,,48.7,,,47.8,59.6,78.2,0.0,0.7,0.7,,2000,49.3,0.044624746450304266,1,0.014198782961460446,1,0.8189655172413793,0,0,0,49.00000000000174,0.0,0.0,77.4,1,34.908,0,1.0,1.0,0,0.044624746450304266,0.8189655172413793,0,3
231,6347,ARIS INTERNATIONAL LTD.,20010331,12,IGAAP,2.3,2.3,,,,2.3,-3.0,-0.5,-3.0,-2.1,-2.9,-126.0870,65.1,,0.0,5.3,5420500.0,,54.2,,,,54.205,30.5,25.5,65.1,,,62.0,0.6039,1.1558,0.8361,-0.1,0.7,,2000,66.5,0.03458646616541353,1,-0.0015037593984962407,0,0.2,0,0,0,65.80000000000173,0.0,0.0,1.1242,1,54.205,0,1.0,1.0,0,0.03458646616541353,0.2,0,2
234,6348,ADITYA ISPAT LTD.,20010331,12,IGAAP,24.0,22.6,0.1,0.1,,23.9,0.1,0.9,0.1,-1.3,0.0,0.0000,61.0,,0.0,5.1,4250000.0,,42.5,,,,42.5,48.7,5.4,61.0,,,56.6,1.7264,1.9245,0.1109,3.6,3.5,,2000,55.9,0.4275491949910554,1,0.06440071556350627,1,0.5714285714285714,0,0,0,58.450000000001744,0.0,0.0,3.7818,0,42.5,0,1.0575221238938053,1.051792828685259,1,0.4042933810375671,0.5432900432900433,0,3
238,6385,ADITYA MILLS LTD.,20010331,12,IGAAP,2.3,2.3,,,,2.3,-0.9,-0.9,-0.9,-0.8,-0.8,-34.7826,132.7,,0.0,46.6,1200000.0,32232.0,12.0,3.2,,,12.0,-151.4,235.8,132.7,,,131.6,0.0655,0.12,,-0.1,-0.1,,2000,133.9,0.017176997759522028,1,-0.0007468259895444362,0,0.010088272383354352,1,0,0,133.30000000000172,0.0,0.0,0.1275,0,12.0,0,1.0,1.142857142857143,0,0.017176997759522028,0.008827238335435056,1,3
241,6400,ADITYA POLYMERS LTD.,20010331,12,IGAAP,79.3,79.0,0.1,0.1,,79.2,-3.2,6.1,-3.2,2.1,-3.3,-4.1667,69.7,,0.0,26.8,3994400.0,,39.9,,,,39.944,17.6,24.5,69.7,,,68.15,0.3311,1.0486,1.392,6.2,6.2,,2000,68.3,1.1595900439238653,1,0.09077598828696926,1,1.3333333333333335,0,0,0,69.00000000000172,0.0,0.0,1.0887,0,39.944,0,1.0025316455696203,1.0011273957158962,1,1.1566617862371888,1.331831831831832,0,3
246,6484,RELIANCE MEDIAWORKS LTD.,20010331,12,IGAAP,495.1,463.9,3.8,3.8,,491.3,123.4,195.4,173.4,144.8,119.6,24.3436,1257.4,,0.0,257.1,21500750.0,,107.5,,,,215.0075,711.0,74.1,1257.4,,,850.1,0.8911,0.9216,0.1042,-138.8,-61.7,528.0,2000,485.5,1.011946446961895,1,-0.28589083419155514,0,1.1046790641871627,0,0,0,871.4500000000016,0.0,0.0,0.8877,1,85.50299999999999,0,1.059064453546023,1.0380496054114994,1,0.9555097837281153,1.0641871625674866,0,3
249,6584,ADOR FONTECH LTD.,20010331,12,IGAAP,390.3,388.1,1.3,0.1,1.2,389.0,11.3,36.0,17.6,26.3,10.0,2.5707,277.8,,0.0,73.2,3500000.0,,35.0,,,,35.0,93.6,58.2,277.8,,,244.75,0.5903,1.3095,0.6218,18.1,18.1,,2000,243.9,1.5949159491594915,1,0.07421074210742108,1,1.4517022961203483,1,0,0,260.85000000000156,0.0,0.0,1.3025,1,35.0,0,1.0023189899510434,1.0149460282313867,0,1.5912259122591226,1.4303246239113223,1,5
252,6585,ADOR MULTIPRODUCTS LTD.,20010331,12,IGAAP,115.1,115.0,,,,115.1,-1.5,1.5,-1.5,-0.7,-1.5,-1.3032,64.7,,0.0,16.8,2338400.0,,23.4,,,,23.384,42.4,4.5,64.7,,,63.1,0.9249,2.061,0.1061,0.5,0.5,,2000,63.1,1.8240887480190173,1,0.00792393026941363,1,1.5576923076923075,1,0,0,63.90000000000159,0.0,0.0,2.9203,0,23.384,0,1.0008695652173913,1.0090600226500566,0,1.8225039619651346,1.5437062937062935,1,4
255,6589,ADOR TECHNOPAK LTD. [MERGED],20010331,12,IGAAP,53.6,53.1,,,,53.6,-11.3,1.9,-11.3,-3.6,-11.3,-21.0821,118.3,,0.0,11.0,3005000.0,,30.5,,,,30.05,40.3,66.6,118.3,,,120.2,0.7868,1.1624,1.6526,-29.9,-29.9,,2000,122.1,0.438984438984439,1,-0.24488124488124488,0,0.9603305785123967,0,0,0,120.20000000000161,0.0,0.0,0.4228,1,30.5,1,1.009416195856874,1.003454231433506,1,0.43488943488943493,0.9570247933884297,0,4
258,6767,ADVANCE MULTITECH LTD.,20010331,12,IGAAP,20.5,20.0,0.5,,0.5,20.0,-0.6,1.9,-0.6,0.0,-0.8,-4.0000,73.9,,0.0,6.3,4076781.0,,40.8,,,,40.7678,59.4,7.0,73.9,,,72.85,2.4151,3.217,0.1178,1.8,1.9,,2000,74.5,0.2684563758389262,1,0.024161073825503355,1,0.23145780051150897,1,0,0,74.20000000000158,0.0,0.0,3.4095,0,40.7678,0,1.0,1.0055555555555555,0,0.2684563758389262,0.23017902813299232,1,4
261,6773,ADVANCE PETROCHEMICALS LTD.,20010331,12,IGAAP,58.3,58.3,,,,58.3,0.3,3.8,0.3,2.5,0.3,0.5146,65.8,,0.0,10.5,900000.0,,9.0,,,,9.0,24.2,29.6,65.8,,,66.0,0.9415,1.7553,1.2231,5.3,5.3,,2000,66.2,0.8806646525679758,1,0.08006042296072508,1,0.8434782608695652,1,0,0,66.00000000000156,0.0,0.0,1.9733,0,9.0,0,1.0,1.0017211703958693,0,0.8806646525679758,0.8420289855072464,1,4
264,6819,ADVANCED ENZYME TECHNOLOGIES LTD.,20010331,12,IGAAP,218.8,217.6,0.1,0.1,,218.7,18.6,57.1,19.8,37.5,19.6,8.9620,299.3,,0.0,16.4,5330000.0,258690.0,53.3,25.9,,,53.3,148.8,123.1,299.3,,,276.35,0.6178,1.6789,1.0327,0.0,,,2000,315.3,0.6936251189343482,1,0.0,0,0.6276295133437991,1,0,0,307.30000000000155,0.0,0.0,1.3791,1,53.3,0,1.0050551470588236,1.0035140562248996,1,0.6901363780526483,0.6254317111459968,1,5
267,6871,ADVANCED MICRONIC DEVICES LTD.,20010331,12,IGAAP,469.9,467.8,0.1,,0.1,469.8,5.0,19.8,8.5,13.0,5.5,1.1707,221.6,,0.0,65.6,5281100.0,,52.8,,,,52.81100000000001,142.9,0.8,221.6,,,273.85,1.6641,2.0943,0.0056,56.1,60.9,,2000,329.6,1.4253640776699028,1,0.17020631067961164,1,1.5940212150433941,0,0,0,275.6000000000015,0.0,0.0,1.4705,1,52.81100000000001,0,1.0042753313381787,1.0073126142595978,0,1.4192961165048543,1.5824493731918996,0,3
270,6916,ADVANI HOTELS & RESORTS (INDIA) LTD.,20010331,12,IGAAP,233.1,204.3,15.7,15.3,0.4,217.4,-20.8,46.7,-20.8,-6.8,-35.6,-16.3753,533.1,,0.0,106.0,9243850.0,,92.4,,,,92.4385,158.9,248.0,533.1,,,512.8,0.1616,0.2684,1.5607,96.3,119.9,,2000,515.5,0.4217264791464598,1,0.18680892337536373,1,0.5080992413368874,0,0,0,524.3000000000014,0.0,0.0,0.3582,0,92.4385,0,1.0641213901125794,1.0451286377056095,1,0.39631425800193987,0.486159524297724,0,3
273,6923,ADOR WELDING LTD.,20010331,12,IGAAP,1752.1,1710.6,29.0,27.6,1.4,1723.1,63.7,238.4,111.7,122.8,34.7,2.0138,1079.3,,0.0,212.3,15828300.0,,158.3,,,,158.283,701.6,94.1,1079.3,,,1095.65,0.5483,0.9059,0.1341,263.2,323.0,,2000,1156.3,1.490184208250454,1,0.22762258929343596,1,1.3960442298707365,1,0,0,1117.8000000000015,0.0,0.0,1.2248,0,158.283,0,1.0073073775283525,1.011681056373794,0,1.4793738649139496,1.3799252452888957,1,4
280,7002,ADVIK LABORATORIES LTD.,20010331,12,IGAAP,208.0,200.6,,,,208.0,17.7,31.9,18.0,20.8,17.7,8.5096,213.4,,0.0,16.1,9358900.0,,93.6,,,,93.589,120.5,73.6,213.4,,,181.9,1.8673,2.3533,0.6108,-29.2,-29.2,,2000,155.5,1.337620578778135,1,-0.18778135048231512,0,0.8638132295719845,1,0,0,184.45000000000158,0.0,0.0,2.593,0,93.589,0,1.036889332003988,1.002710027100271,1,1.290032154340836,0.8614785992217899,1,4
283,7068,AEGIS LOGISTICS LTD.,20010331,12,IGAAP,1048.5,1022.7,2.6,2.6,,1045.9,-25.2,138.4,3.1,84.6,-26.7,-2.5528,1242.2,,0.0,247.3,16340584.0,,463.4,,,,163.4058,491.9,223.9,1242.2,,,1023.15,0.7301,0.9764,0.4552,15.7,46.4,20.3,2000,1038.5,1.0071256620125182,1,0.015117958594126143,1,0.49923153421932925,1,0,0,1140.3500000000015,0.0,0.0,1.6387,0,163.4058,0,1.0226850493790947,1.0598848368522074,0,0.984785748675975,0.4710243196817648,1,4
286,7077,LUDLOW JUTE & SPECIALITIES LTD.,20010331,12,IGAAP,1123.4,1118.5,3.2,0.1,3.1,1120.2,15.9,57.2,15.9,34.0,16.2,1.4462,545.3,,0.0,62.0,10773120.0,,107.7,,,,107.7312,205.6,105.3,545.3,,,387.15,0.6002,1.5907,0.5122,25.5,25.5,,2000,544.3,2.058056218996877,1,0.046849164063935335,1,1.7496815286624203,1,0,0,544.8000000000013,0.0,0.0,1.7117,0,107.7312,0,1.0015198927134557,1.0042957682113154,0,2.0549329413926145,1.7421974522292991,1,4
292,7294,AFTEK LTD.,20010630,12,IGAAP,507.1,454.1,,,,507.1,248.8,271.3,262.0,211.6,251.0,49.4971,1087.0,,0.0,41.2,6000700.0,,60.0,,,,60.007,1012.2,,1087.0,,,945.6,11.935,11.9463,0.0,174.8,182.3,,2000,811.2,0.6251232741617357,1,0.21548323471400394,1,0.9382604776926543,0,0,0,949.1000000000015,0.0,0.0,21.8453,0,60.007,0,1.1167143800924906,1.0877742946708464,1,0.5597879684418146,0.8625506985128436,0,3
300,8081,AGRI-MARINE EXPORTS LTD.,20010331,12,IGAAP,11.0,11.0,,,,11.0,-13.5,-3.3,-13.3,-13.2,-13.4,-121.8182,169.6,,0.0,55.1,4934800.0,,49.4,,,,49.348,-22.9,119.3,169.6,,,169.35,0.47,0.4753,,0.0,,,2000,178.2,0.0617283950617284,1,0.0,0,0.06396989651928504,0,0,0,173.90000000000146,0.0,0.0,0.5387,0,49.348,0,1.0,1.0,0,0.0617283950617284,0.06396989651928504,0,1
307,8153,AGRO DUTCH INDS. LTD.,20010331,12,IGAAP,559.7,559.0,,,,559.7,153.2,220.9,153.5,197.7,153.3,27.3897,1566.7,,0.0,74.0,14780000.0,,147.8,,,,147.8,700.4,790.4,1566.7,,,1272.25,0.618,1.2687,1.1285,157.5,157.8,-2.4,2000,983.6,0.5690321268808459,1,0.16012606750711672,1,1.08653683319221,0,0,0,1275.1500000000015,0.0,0.0,1.4035,0,147.8,0,1.001252236135957,1.0004677997816935,1,0.5683204554697031,1.0860287891617273,0,3
310,8183,AGRO TECH FOODS LTD.,20010331,12,IGAAP,5830.1,5758.1,26.3,26.3,,5803.8,18.9,63.8,18.9,-26.7,-5.7,-0.0982,1614.2,,0.0,698.9,24372139.0,,243.7,,,,243.7214,849.8,0.9,1614.2,,,1471.8,0.3997,1.1129,0.0011,-162.0,-109.0,,2000,1331.2,4.359825721153846,1,-0.12169471153846154,0,3.2244872357774574,1,0,0,1472.7000000000016,0.0,0.0,1.3028,0,243.7214,0,1.0079366457685695,1.009881151163933,0,4.325495793269231,3.1929373392711535,1,3
313,8306,AHLCON PARENTERALS (INDIA) LTD.,20010331,12,IGAAP,117.3,111.7,4.8,4.6,0.2,112.5,11.3,31.9,11.3,13.3,6.5,5.7778,178.3,,0.0,12.0,7200150.0,900000.0,72.0,9.0,,,72.0015,65.1,107.1,178.3,,,185.9,1.026,2.5584,1.9091,28.8,28.8,9.0,2000,196.7,0.5719369598373157,1,0.14641586171835283,1,0.44846382556987113,1,0,0,187.50000000000168,0.0,0.0,0.8952,1,72.0015,0,1.0071620411817368,1.0066740823136817,1,0.5678698525673616,0.44549058473736375,1,6
316,8312,AHLUWALIA CONTRACTS (INDIA) LTD.,20010331,12,IGAAP,844.2,828.1,0.5,0.5,,843.7,18.9,61.8,36.1,31.1,20.2,2.3942,589.2,,0.0,260.6,3138128.0,,31.4,,,,31.3813,240.0,77.0,589.2,,,554.25,0.4051,0.7644,0.3208,-33.1,-14.6,,2000,541.2,1.5589430894308942,1,-0.061160384331116036,0,2.0915046059365405,0,0,0,565.2000000000018,0.0,0.0,1.0711,0,31.3813,0,1.0188383045525904,1.008887133405747,1,1.5301182557280117,2.073080859774821,0,2
322,8354,TORRENT POWER A E C LTD. [MERGED],20010331,12,IGAAP,10428.6,10148.4,101.4,21.8,79.6,10327.2,235.9,1475.9,271.9,276.5,139.6,1.3518,12268.2,,0.0,3760.6,63275797.0,5000000.0,632.8,500.0,,,632.758,6104.2,2183.6,12268.2,,,11854.6,0.5039,0.6292,0.3896,1620.4,1704.2,,2000,11483.3,0.8993233652347323,1,0.14110926301672866,1,0.7872083941729769,1,0,0,11875.750000000004,0.0,0.0,0.9095,0,632.758,0,1.0176185408537308,1.017099735661559,1,0.8837529281652486,0.7739736493599103,1,5
325,8360,EXCEL CASTRONICS LTD.,20010331,12,IGAAP,19.3,19.2,,,,19.3,-3.0,1.5,-3.0,-2.0,-2.5,-12.9534,35.5,,0.0,2.2,3213500.0,,32.1,,,,32.135,26.9,4.2,35.5,,,35.85,1.3051,1.6441,0.1561,1.1,1.1,,2000,38.5,0.5012987012987014,1,0.028571428571428574,1,0.42446043165467623,1,0,0,37.000000000004,0.0,0.0,1.9831,0,32.135,0,1.0052083333333335,1.017241379310345,0,0.4987012987012987,0.41726618705035967,1,4
328,8378,AHMEDABAD STEELCRAFT LTD.,20010331,12,IGAAP,128.5,126.7,0.2,0.2,,128.3,5.6,12.4,6.2,6.2,5.4,4.2089,179.1,,0.0,3.1,4092000.0,,40.9,,,,40.92,79.5,47.8,179.1,,,124.05,0.5796,1.3825,0.6013,-36.8,-36.0,,2000,132.6,0.9675716440422324,1,-0.277526395173454,0,1.3924466338259442,0,0,0,155.85000000000397,0.0,0.0,2.615,0,40.92,0,1.0126282557221784,1.0436923076923077,0,0.9555052790346908,1.3341543513957308,0,1
331,8392,METALYST FORGINGS LTD.,20010331,12,IGAAP,829.3,813.5,0.1,,0.1,829.2,-66.3,44.3,-66.3,4.7,-35.9,-4.3295,1001.9,,0.0,114.6,8000000.0,,80.0,,,,80.0,378.2,507.4,1001.9,,,1066.75,0.6142,1.3414,1.3416,146.6,146.4,,2000,1136.0,0.7299295774647888,1,0.12904929577464788,1,0.8913798808735937,0,0,0,1068.950000000004,0.0,0.0,1.4113,0,80.0,0,1.019299323909035,1.014786212092673,1,0.7161091549295775,0.878391793514229,0,3
334,8468,AHURA WELDING ELECTRODE MFRS. LTD.,20010630,15,IGAAP,105.5,83.5,21.4,,21.4,84.1,3.4,13.0,3.4,-10.1,-16.0,-19.0250,124.0,,0.0,46.6,3906000.0,,39.1,,,,39.06,33.7,25.5,124.0,,,105.9,0.3077,0.5264,0.7567,-22.0,-20.1,8.0,2000,117.2,0.7175767918088737,1,-0.18771331058020477,0,0.9402298850574713,0,0,0,120.60000000000394,0.0,0.0,0.5964,0,39.06,0,1.007185628742515,1.0225,0,0.712457337883959,0.9195402298850575,0,1
337,8523,AIMCO PESTICIDES LTD.,20010331,12,IGAAP,332.7,328.2,0.5,0.5,,332.2,-8.2,31.9,-8.2,18.7,-8.4,-2.5286,456.8,,0.0,55.8,6936513.0,,69.4,,,,69.3651,230.2,158.4,456.8,,,464.7,0.8190000000000001,1.4531,0.6881,31.3,33.2,,2000,472.6,0.7029200169276343,1,0.06622936944561997,1,0.9974329054842473,0,0,0,464.7000000000039,0.0,0.0,1.5927,0,69.3651,0,1.012187690432663,1.0070688030160226,1,0.6944561997460854,0.9904317386231039,0,3
340,8893,AJANTA PHARMA LTD.,20010331,12,IGAAP,827.2,803.7,16.6,16.6,,810.6,80.8,179.8,84.8,128.7,64.2,7.9201,2261.3,,0.0,113.5,11861550.0,2500000.0,118.6,25.0,,,118.6155,1720.7,425.7,2261.3,,,2253.65,1.5418,2.0923,0.251,95.8,102.3,184.7,2000,2246.0,0.3609082813891363,1,0.04265360641139804,1,0.9168957617411226,0,0,0,2253.650000000004,0.0,0.0,2.5698,0,88.0624,0,1.0085852930197834,1.0024420788979336,1,0.35783615316117545,0.9146620847651775,0,3
343,8909,AJANTA SOYA LTD.,20010331,12,IGAAP,988.1,987.4,,,,988.1,7.1,22.6,7.8,13.8,7.7,0.7793,215.8,,0.0,61.6,9970000.0,125000.0,99.7,12.5,,,99.7,137.5,26.2,215.8,,,221.5,0.5156,1.1586,0.2096,18.9,20.0,10.0,2000,231.6,4.2664075993091535,1,0.08160621761658031,1,4.471973094170403,0,0,0,223.70000000000385,0.0,0.0,0.9654,1,99.7,0,1.0007089325501317,1.0002507522567703,1,4.263385146804836,4.4708520179372195,0,4
352,9335,AJWA FUN WORLD & RESORT LTD.,20010331,12,IGAAP,16.0,14.1,1.9,1.9,,14.1,-43.3,-22.0,-43.2,-5.0,-17.3,-122.6950,91.1,,0.0,6.4,6390000.0,,63.9,,,,63.9,12.4,63.8,91.1,,,108.6,0.1224,0.1238,5.1452,-1.9,-27.9,,2000,130.1,0.1083781706379708,1,-0.014604150653343582,0,0.11633109619686802,0,0,0,110.60000000000385,0.0,0.0,0.2281,0,63.9,0,1.0,1.0,0,0.1083781706379708,0.11633109619686802,0,1
355,9356,AFLOAT TEXTILE (INDIA) LTD.,20010331,9,IGAAP,424.1,417.4,2.5,2.5,,421.6,-108.1,5.5,-108.1,-114.8,-110.6,-26.2334,1215.9,,0.0,171.2,13722420.0,,137.2,,,,137.2242,-181.2,1155.8,1215.9,,,1173.2,0.2907,0.3885,,-27.8,-27.8,,2000,1293.2,0.3260129910300031,1,-0.021497061552737395,0,0.29089181485000676,1,0,0,1254.550000000004,0.0,0.0,0.4369,0,111.12799999999999,0,1.0100622903689507,1.0051594746716699,1,0.3227652335292298,0.28939866974345047,1,4
363,9431,AKAR AUTO INDS. LTD.,20010331,12,IGAAP,190.2,190.1,,,,190.2,5.3,20.4,5.3,14.6,5.3,2.7865,222.7,,0.0,16.4,3120000.0,,31.2,,,,31.2,127.0,77.2,222.7,,,218.5,0.6011,1.5251,0.6079,11.5,11.5,,2000,218.8,0.8692870201096892,1,0.05255941499085923,1,0.7266187050359711,1,0,0,220.75000000000404,0.0,0.0,1.5795,0,31.2,0,1.0005260389268806,1.0012391573729862,0,0.8688299817184643,0.7257194244604317,1,4
366,9457,AKASH AGRO INDS. LTD.,20010331,12,IGAAP,372.8,370.9,,,,372.8,1.3,4.4,2.2,0.8,1.4,0.3755,77.7,,0.0,5.1,4090700.0,,40.9,,,,40.907,60.6,8.1,77.7,,,70.6,1.4904,2.8662,0.1337,-0.9,-0.1,,2000,66.4,5.614457831325301,1,-0.013554216867469878,0,7.16740088105727,0,0,0,72.05000000000406,0.0,0.0,5.1228,0,40.907,0,1.0051226745753574,1.0008201763379128,1,5.585843373493975,7.161527165932453,0,2
369,9503,AKASH HOUSING LTD. [MERGED],20010331,12,IGAAP,14.7,14.7,,,,14.7,-0.1,0.6,0.3,0.3,-0.1,-0.6803,62.6,,0.0,19.2,5100000.0,,51.0,,,,51.0,39.2,2.7,62.6,,,54.45,0.6943,1.7047,0.0689,1.6,1.8,,2000,49.4,0.2975708502024291,1,0.032388663967611336,1,0.25203252032520324,1,0,0,56.00000000000407,0.0,0.0,5.5254,0,51.0,0,1.0,1.0247933884297522,0,0.2975708502024291,0.24593495934959347,1,4
374,9780,HUBTOWN LTD.,20010331,12,IGAAP,133.1,104.7,,,,133.1,55.8,82.6,61.2,55.6,58.8,44.1773,969.9,,0.0,250.8,50000.0,,5.0,,,,0.5,123.0,572.7,969.9,,,754.6,0.2257,2.4895,4.6561,0.0,,,2000,558.7,0.2382316090925362,1,0.0,0,0.5704441041347627,0,0,0,764.300000000004,0.0,0.0,2.9573,0,0.5,0,1.271251193887297,1.0559886605244508,1,0.18739931984965097,0.5401990811638591,0,2
377,9793,AKSH OPTIFIBRE LTD.,20010331,12,IGAAP,1449.2,1431.7,0.1,0.1,,1449.1,191.2,287.1,209.2,242.8,193.1,13.3255,1288.6,,0.0,261.3,22037892.0,,110.2,,,,220.3789,757.1,220.7,1288.6,,,951.7,1.1145,1.4858,0.2915,58.4,100.3,432.6,2000,635.0,2.282047244094488,1,0.09196850393700787,1,2.179575198455267,1,0,0,961.800000000004,0.0,0.0,1.2593,1,122.15,0,1.0121533840888453,1.0140746656019166,0,2.254645669291339,2.149324179360652,1,5
381,10131,ALACRITY ELECTRONICS LTD.,20010930,18,IGAAP,185.4,185.1,,,,185.4,-3.6,19.4,-3.6,16.9,-2.4,-1.2945,153.9,,0.0,59.1,3250000.0,,32.5,,,,32.5,39.0,51.9,153.9,,,152.8,0.8573,1.2122,1.3308,18.2,23.2,,2000,166.9,1.1108448172558418,1,0.1090473337327741,1,0.9094292803970223,1,0,0,160.40000000000404,0.0,0.0,1.3843,0,32.5,0,1.0016207455429498,1.0006825938566553,1,1.109047333732774,0.9088089330024814,1,5
384,10133,ALACRITY HOUSING LTD.,20010331,12,IGAAP,301.1,294.7,,,,301.1,8.5,53.4,9.5,43.3,8.6,2.8562,517.8,,0.0,119.0,8000000.0,,80.0,,,,80.0,151.1,236.5,517.8,,,497.55,1.3777,1.6357,1.5652,-1.2,1.8,,2000,487.9,0.6171346587415455,1,-0.0024595203935232628,0,0.38449612403100775,1,0,0,502.850000000004,0.0,0.0,1.4246,1,80.0,0,1.0217170003393283,1.034564958283671,0,0.6040172166427547,0.3716500553709856,1,4
390,10220,ALAN SCOTT INDS. LTD.,20010331,12,IGAAP,19.3,17.8,1.3,1.2,0.1,18.0,-3.1,-0.3,-3.1,-3.4,-4.2,-23.3333,36.5,,0.0,4.1,3263700.0,,32.6,,,,32.637,19.3,11.9,36.5,,,37.75,0.3626,0.7473,0.6166,-0.1,0.1,,2000,41.4,0.43478260869565216,1,-0.002415458937198068,0,0.37164750957854403,1,0,0,38.950000000004046,0.0,0.0,0.9174,0,32.637,0,1.0112359550561798,1.0051813471502589,1,0.42995169082125606,0.36973180076628354,1,4
396,10231,ALANG MARINE LTD.,20010331,12,IGAAP,53.9,53.5,0.1,0.1,,53.8,0.5,10.4,0.6,3.6,0.8,1.4870,271.7,,0.0,117.1,6011280.0,,60.1,,,,60.1128,74.0,74.9,271.7,,,265.95,0.4439,1.426,1.0122,6.4,6.6,,2000,269.7,0.19948090470893584,1,0.023730070448646647,1,0.20965250965250964,0,0,0,270.700000000004,0.0,0.0,1.4087,1,60.1128,0,1.0056074766355139,1.0323193916349809,0,0.19836855765665556,0.2030888030888031,0,3
399,10376,ALBERT DAVID LTD.,20010331,12,IGAAP,965.2,953.3,0.6,0.5,0.1,964.6,19.1,100.3,33.8,61.7,18.6,1.9283,638.4,,0.0,164.6,5707162.0,,57.1,,,,57.0716,147.6,285.1,638.4,,,637.7,0.6864,1.1258,1.9316,92.2,104.4,,2000,638.4,1.5109649122807018,1,0.14442355889724312,1,1.6344656172328085,0,0,0,638.400000000004,0.0,0.0,1.0731,1,57.0716,0,1.0118535613133328,1.011588555019998,1,1.4932644110275688,1.615741507870754,0,4
406,10447,ALCHEMIE ORGANICS LTD. [MERGED],20010331,12,IGAAP,372.9,372.5,,,,372.9,-12.3,26.1,-12.3,12.5,-12.2,-3.2717,371.6,,0.0,98.9,4577460.0,,45.8,,,,45.7746,136.3,128.8,371.6,,,389.9,0.3654,0.7983,0.945,51.5,52.3,,2000,408.6,0.9126284875183552,1,0.1260401370533529,1,1.0758017492711371,0,0,0,390.100000000004,0.0,0.0,0.9592,0,32.381,0,1.0010738255033556,1.003020235578375,0,0.9116495349975525,1.0725623582766441,0,2
409,10489,ALCOBEX METALS LTD.,20010331,12,IGAAP,991.0,976.4,11.9,8.4,3.5,979.1,-390.8,-169.7,-390.8,-107.4,-284.6,-29.0675,784.0,,0.0,221.7,7100000.0,,71.0,,,,71.0,-260.6,802.9,784.0,,,827.05,0.276,0.8491,,-28.7,-29.0,12.5,2000,870.1,1.1252729571313642,1,-0.0329847144006436,0,1.1791062801932366,0,0,0,827.050000000004,0.0,0.0,1.6067,0,71.0,0,1.0027652601392871,1.0052512355848433,0,1.1221698655326973,1.1729468599033817,0,1
412,10564,SHRENO LTD.,20010331,12,IGAAP,425.1,418.4,0.1,,0.1,425.0,-14.1,33.3,-14.1,-5.1,-14.1,-3.3176,626.4,,0.0,222.3,406785.0,,40.7,,,,4.0678,72.2,77.6,626.4,,,419.65,0.2094,0.6479,1.0748,21.1,23.6,,2000,682.4,0.6228018757327081,1,0.030920281359906217,1,0.5956688234517366,1,0,0,654.4000000000041,0.0,0.0,0.8099,0,4.0678,0,1.0157743785850861,1.011661807580175,1,0.6131301289566237,0.5888023240459528,1,5
423,10674,ALFA ICA (INDIA) LTD.,20010331,12,IGAAP,226.3,225.4,,,,226.3,6.4,30.5,6.8,24.6,6.4,2.8281,231.8,,0.0,10.1,4040000.0,250000.0,40.4,25.0,,,40.4,78.3,167.3,231.8,,,223.8,0.3221,2.1417,3.1388,22.4,22.4,,2000,217.5,1.0404597701149425,1,0.10298850574712642,1,0.7946145723336853,1,0,0,224.65000000000424,0.0,0.0,2.3198,0,40.4,0,1.0039929015084295,1.0053440213760856,0,1.0363218390804598,0.79039070749736,1,4
426,10678,ALFA LAVAL INDIA PVT. LTD.,20011231,12,IGAAP,3034.1,2872.6,21.7,20.1,1.6,3012.4,379.9,723.1,575.1,423.5,358.2,11.8909,2574.7,,0.0,693.9,18160567.0,,181.6,,,,181.6057,1528.5,64.3,2574.7,,,2471.2,1.9045,2.3559,0.0421,325.9,533.6,,2000,2367.7,1.272289563711619,1,0.13764412721206234,1,0.9980343388960206,1,0,0,2471.200000000004,0.0,0.0,2.1765,1,181.6057,0,1.0486667130822251,1.0491713406148526,0,1.213244921231575,0.9512596277278562,1,5
